,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50
0,0.43731520746307495,0.43751690031741086,0.570851191735869,0.4652226227092388,0.40354506202981,0.5519867512476362,0.538306111428816,0.5196715583285539,0.5572693656423384,0.5207785583928313,0.46784290873861173,0.4265977475104992,0.5351406788635481,0.45513340499195404,0.4590886610229592,0.5337819579255418,0.43794810723719957,0.4593798015668732,0.48541426687300293,0.5216022256368783,0.41751616130864705,0.5014991376766321,0.5586083850085029,0.40720087487587325,0.50948942725412
1,0.4172434570291093,0.4499757574474528,0.5592137558268343,0.4602257251253071,0.4243299734279469,0.555924372618834,0.5321191645523656,0.5132759377936577,0.5493929253796621,0.5219331053115904,0.4624096505640665,0.42016219257334647,0.5214482241579702,0.4726707049580079,0.461630236619657,0.5288505678475095,0.4339623611082604,0.45668477392713985,0.49882351123683066,0.5347560514907673,0.42789670383565415,0.5047154194737602,0.546939539749953,0.41291709567465185,0.5020308233735107
2,0.42203794609509476,0.41748678261591043,0.5451519950329022,0.4673842212885778,0.4153884179972338,0.5576490040467799,0.552554826117551,0.5184191426889725,0.557212788774879,0.5351761276157307,0.46069245606010933,0.428568998476635,0.5239603341107208,0.46611878211778035,0.47020865604200385,0.5421893104510086,0.42951018724847373,0.45868962787952844,0.5003927271417431,0.5213898822271644,0.4214543525100337,0.5244061343218127,0.5592093452808515,0.4114328252023899,0.5162570052773877
3,0.4435891665233442,0.44580807630712244,0.562932450708933,0.4923890258674661,0.390173067403687,0.5405520605424682,0.5459263894358937,0.5186430975814595,0.5429302021984743,0.5299261017295945,0.5008023298139979,0.42719311245973124,0.5663256696653846,0.42901474511295334,0.4670158212439386,0.5495158279162663,0.42150639549980695,0.46452778171434483,0.5011104256343514,0.5247430724380995,0.4472875981996854,0.5260967021746034,0.586674188711683,0.39914628511646666,0.4899719469835293
4,0.4349394278523407,0.4424232819340538,0.5259287135358779,0.4744595481445694,0.4127514023387898,0.5534385083203219,0.5410027325449036,0.5076236580618428,0.5400768035033232,0.5224428333181284,0.4881503494442606,0.42724128661863503,0.5467155221899694,0.4471407435150688,0.4643774395874102,0.5531193014018349,0.4075947467040132,0.45670017070059427,0.4963015064107717,0.5033273680673805,0.4603998069116557,0.508076718967166,0.580086059409533,0.40883613929105,0.48126357583342266
5,0.4292850829669926,0.45875989939261685,0.5527756390628081,0.48879835459086013,0.34428036473662277,0.5218935227869952,0.5912326280703538,0.5195969521110786,0.5379603226072717,0.5014823367634372,0.5313829902469644,0.39868226912007226,0.6157223586977985,0.43784588605119534,0.4400727327529572,0.5135987728575288,0.45865791255768146,0.4500174831585789,0.47005438356186585,0.5730234253373871,0.400834482846919,0.5122791525862457,0.6030083124992717,0.4245836761851879,0.5405016897628887
6,0.4223433780985805,0.46128900816977114,0.5553872054183322,0.49618611110133026,0.3463474873808901,0.5129881931369742,0.5927887057555777,0.5199974627930823,0.5411098935149566,0.4919015289802019,0.5394815497597664,0.4030084347662697,0.618267355668617,0.43699559831438545,0.4425985106850229,0.5086263782576848,0.4615403375443712,0.45790590905481404,0.46460309736368327,0.5746140663998287,0.39072741779112913,0.5069539738673282,0.5997387065286283,0.42394518944765125,0.5437801581360311
7,0.41832674105766915,0.4735554763310869,0.5361936679497489,0.5135129904608915,0.34042492903924554,0.5168452308755505,0.6017015622430599,0.5079247170383601,0.535418350200838,0.48303705762700455,0.563848817193243,0.40421634269866386,0.6186497668518641,0.44422248907578815,0.44407019506745804,0.5078174950314426,0.4446114636057456,0.4741394811890732,0.4672431794489751,0.5689004270975082,0.38286245412107106,0.5081065070653078,0.5866579164547486,0.42819563366145647,0.5462573493835043
8,0.4283002808832678,0.47658494713763955,0.5600644881682088,0.507683267119001,0.3623117376644984,0.5018311859125546,0.5818070595246632,0.5240793776204666,0.5481859449692776,0.4951472015908518,0.5426973890765905,0.40338388927206725,0.6324381004819852,0.4464059437299803,0.43923476174469417,0.503129450158842,0.4862655579724544,0.4314201694239409,0.4554012870975828,0.5585445827525484,0.3980686352537521,0.5314048322903429,0.6076279744647507,0.415246447496136,0.5468235791614672
9,0.4222634787868772,0.5087598993926169,0.5323924349064033,0.43879835459086014,0.39428036473662276,0.5146005671394446,0.5412326280703538,0.5171612811558861,0.4879603226072717,0.45148233676343724,0.526714184793276,0.44868226912007225,0.5657223586977984,0.4794855970548491,0.4900727327529572,0.5635987728575288,0.5086579125576814,0.48700875459137843,0.5200543835618658,0.5230234253373871,0.450834482846919,0.5622791525862457,0.5530083124992716,0.3745836761851879,0.5130758706199827
